Siperfaqe Totale,Siperfaqe e Brendshme,Dhoma Gjumi,Kati,Statusi,Lloji,Mobiluar,Shikime,Hipoteka,Gjendja,Qera,Cmimi_per_m2,Vendndodhja,Cmimi_Real,Parashikim
100.0,88.0,2.0,2,I Perdorur,Apartament,Plotesisht i mobiluar,948.0,Po,Në dispozicion,jo,1180.0,Tirana - ,118000.0,118458.91611454474
350.0,350.0,4.0,3,I Perdorur,Vile,Gjysme i mobiluar,470.0,Po,Në dispozicion,po,5.714285714285714,Tirana - ,2000.0,2153.509898902697
51.0,44.0,1.0,3,I Perdorur,Apartament,Plotesisht i mobiluar,779.0,Po,Në dispozicion,jo,1254.9019607843138,Durrës - ,64000.0,64262.31543597577
88.0,74.0,1.0,2,Listimet e fundit,Apartament,E pa mobiluar,210.0,Jo,Në dispozicion,jo,1659.090909090909,Tirana - ,146000.0,146463.75848510314
92.0,79.0,2.0,3,Listimet e fundit,Apartament,E pa mobiluar,36.0,Jo,Në dispozicion,jo,1096.4130434782608,Durrës - ,100870.0,100923.58566472692
96.0,111.0,2.0,4,Listimet e fundit,Apartament,E pa mobiluar,112.0,Në proces certifikimi,Në dispozicion,jo,1214.0625,Tirana - ,116550.0,116644.24432655043
393.0,320.0,3.0,3,Listimet e fundit,Vile,E pa mobiluar,668.0,Në proces certifikimi,Në dispozicion,jo,2162.849872773537,Vlorë - ,850000.0,840511.15
72.0,64.0,2.0,3,Në ndërtim,Apartament,E pa mobiluar,439.0,Në proces certifikimi,Në dispozicion,jo,1638.888888888889,Shëngjin - ,118000.0,117243.68188392004
400.0,400.0,1.0,3,I Perdorur,Tjeter,Gjysme i mobiluar,985.0,Në proces certifikimi,Në dispozicion,po,30.0,Tirana - Rainbow,12000.0,61267.5
77.0,68.0,2.0,1,I Perdorur,Apartament,Plotesisht i mobiluar,56.0,Po,Në dispozicion,jo,1300.0,Durrës - Qerret,100100.0,98906.91719595823
113.0,98.0,3.0,3,Listimet e fundit,Apartament,Plotesisht i mobiluar,1191.0,Në proces certifikimi,Në dispozicion,jo,1743.3628318584072,Tirana - ,197000.0,197851.94742857144
224.0,194.0,4.0,5,I Perdorur,Apartament,Gjysme i mobiluar,389.0,Po,Në dispozicion,jo,1339.2857142857142,Tirana - ,300000.0,289735.7793650794
105.0,105.0,2.0,5,Listimet e fundit,Apartament,Gjysme i mobiluar,707.0,Po,Në dispozicion,jo,2047.6190476190477,Durrës - ,215000.0,214248.25
110.0,101.0,3.0,,I Perdorur,Apartament,E pa mobiluar,680.0,Po,Në dispozicion,jo,954.5454545454545,Durrës - ish urt,105000.0,106583.56010606371
65.0,58.0,1.0,8,Listimet e fundit,Apartament,E pa mobiluar,249.0,Në proces certifikimi,Në dispozicion,jo,1523.076923076923,Tirana - Rezidenca Porcelan 3,99000.0,99793.7736690393
64.0,73.0,1.0,1,Në ndërtim,Apartament,E pa mobiluar,435.0,Jo,Në dispozicion,jo,1249.53125,Durrës - ,79970.0,79466.28864589785
110.0,98.0,1.0,,I Perdorur,Komercial,Plotesisht i mobiluar,111.0,Po,Në dispozicion,jo,4181.818181818182,Tirana - ,460000.0,454594.925
670.0,616.0,1.0,,Listimet e fundit,Komercial,E pa mobiluar,153.0,Jo,Në dispozicion,po,8.77910447761194,Tirana - ,5882.0,5847.809217171718
118.0,105.0,2.0,2,Në ndërtim,Apartament,E pa mobiluar,391.0,Jo,Në dispozicion,jo,1403.3898305084747,Tirana - Akses Tirana. Ish-dogana,165600.0,163187.84555555557
91.0,81.0,2.0,6,I Perdorur,Apartament,Plotesisht i mobiluar,1289.0,Po,Në dispozicion,jo,2527.4725274725274,Tirana - Don Bosko,230000.0,233107.91822169066
83.0,66.0,1.0,6,Në ndërtim,Apartament,E pa mobiluar,41.0,Në proces certifikimi,Në dispozicion,jo,1507.2289156626507,Durrës - ,125100.0,124891.12106060605
123.0,123.0,3.0,4,I Perdorur,Apartament,Plotesisht i mobiluar,120.0,Po,Në dispozicion,jo,1804.0650406504064,Tirana - ,221900.0,225522.52666666664
550.0,150.0,2.0,1,I Perdorur,Tjeter,,451.0,Po,Në dispozicion,jo,454.54545454545456,Durrës - Spitalle,250000.0,239690.86714975844
128.0,105.0,2.0,13,Në ndërtim,Apartament,E pa mobiluar,30.0,Në proces certifikimi,Në dispozicion,jo,2500.78125,Tirana - ,320100.0,321712.6052380952
118.0,94.0,2.0,8,Në ndërtim,Apartament,E pa mobiluar,87.0,Në proces certifikimi,Në dispozicion,jo,3488.135593220339,Tirana - Bazaar Gate,411600.0,405122.275
387.0,94.0,4.0,2,I Perdorur,Vile,E pa mobiluar,866.0,Po,Në dispozicion,jo,516.795865633075,Tirana - Rruga Osman Jonuzi,200000.0,194542.5953243616
441.0,441.0,5.0,,Në ndërtim,Vile,E pa mobiluar,385.0,Në proces certifikimi,Në dispozicion,jo,2137.324263038549,Tirana - ,942560.0,932879.0
70.0,66.0,2.0,,I Perdorur,Apartament,Plotesisht i mobiluar,1181.0,Po,Në dispozicion,jo,1214.2857142857142,Tirana - Fresk,85000.0,84893.27314315569
65.0,56.0,1.0,1,Në ndërtim,Apartament,E pa mobiluar,661.0,Jo,Në dispozicion,jo,800.0,Tirana - ,52000.0,52069.601607142846
72.0,63.0,1.0,3,Listimet e fundit,Apartament,E pa mobiluar,215.0,Në proces certifikimi,Në dispozicion,jo,1198.611111111111,Durrës - ,86300.0,85543.7804270343
88.0,68.0,2.0,1,I Perdorur,Apartament,Plotesisht i mobiluar,269.0,Po,Në dispozicion,jo,1534.090909090909,Durrës - ,135000.0,134309.69166666668
80.0,74.0,2.0,5,I Perdorur,Apartament,Gjysme i mobiluar,356.0,Po,Në dispozicion,jo,750.0,Durrës - ,60000.0,60818.121653299306
66.0,58.0,1.0,2,Në ndërtim,Apartament,E pa mobiluar,648.0,Në proces certifikimi,Në dispozicion,jo,1087.878787878788,Tirana - Rrethrrotullimi i Shkozes,71800.0,71540.23409612838
100.0,90.0,2.0,3,I Perdorur,Apartament,E pa mobiluar,30.0,Në proces certifikimi,Në dispozicion,po,13.0,Tirana - ,1300.0,1341.9588638378307
52.0,45.0,1.0,1,I Perdorur,Apartament,E pa mobiluar,299.0,Jo,Në dispozicion,jo,1095.7692307692307,Durrës - golem,56980.0,56482.92345454984
440.0,440.0,4.0,1,Listimet e fundit,Komercial,E pa mobiluar,94.0,Po,Në dispozicion,po,5.681818181818182,Tirana - ,2500.0,2718.9089587238573
138.0,102.0,2.0,8,Listimet e fundit,Apartament,E pa mobiluar,381.0,Po,Në dispozicion,jo,818.8405797101449,Tirana - Institut Kamez,113000.0,115968.53922311349
550.0,550.0,1.0,,Listimet e fundit,Tjeter,E pa mobiluar,325.0,Në proces certifikimi,Në dispozicion,jo,1363.6363636363637,Tirana - RRUGA E DIBRES. PRANE MINISTRISE MBROJTJES,750000.0,747984.2024725275
83.0,67.0,1.0,3,Listimet e fundit,Apartament,E pa mobiluar,273.0,Në proces certifikimi,Në dispozicion,jo,994.2168674698795,Durrës - ,82520.0,81887.4461249343
114.0,99.0,2.0,1,Në ndërtim,Apartament,E pa mobiluar,30.0,Në proces certifikimi,Në dispozicion,jo,1992.982456140351,Tirana - ,227200.0,226891.36468253972
66.0,58.0,1.0,4,Në ndërtim,Apartament,E pa mobiluar,179.0,Në proces certifikimi,Në dispozicion,jo,1095.0,Durrës - ,72270.0,72136.00345511659
231.0,231.0,3.0,,Listimet e fundit,Vile,E pa mobiluar,178.0,Në proces certifikimi,Në dispozicion,jo,2000.0,Tirana - ,462000.0,479625.025
127.0,117.0,2.0,3,Listimet e fundit,Apartament,E pa mobiluar,106.0,Në proces certifikimi,Në dispozicion,jo,2519.685039370079,Vlorë - ,320000.0,322247.20523809525
307.0,307.0,4.0,,Listimet e fundit,Vile,E pa mobiluar,1087.0,Jo,Në dispozicion,po,11.400651465798045,Tirana - ,3500.0,3775.8584120922933
62.0,55.0,1.0,1,Listimet e fundit,Apartament,E pa mobiluar,140.0,Në proces certifikimi,Në dispozicion,jo,1161.1290322580646,Durrës - ,71990.0,72747.43613528392
99.0,90.0,2.0,4,Listimet e fundit,Apartament,E pa mobiluar,161.0,Në proces certifikimi,Në dispozicion,jo,1406.060606060606,Tirana - ,139200.0,140050.86367202728
50.0,42.0,1.0,3,I Perdorur,Tjeter,Gjysme i mobiluar,532.0,Po,Në dispozicion,jo,1000.0,Durrës - ,50000.0,50544.712456709945
220.0,220.0,3.0,1,I Perdorur,Vile,Plotesisht i mobiluar,627.0,Po,Në dispozicion,jo,2045.4545454545455,Durrës - ,450000.0,459702.94
81.0,69.0,1.0,4,Në ndërtim,Apartament,E pa mobiluar,260.0,Në proces certifikimi,Në dispozicion,jo,2345.679012345679,Vlorë - ,190000.0,186159.15539804637
108.0,243.0,2.0,1,I Perdorur,Vile,Plotesisht i mobiluar,294.0,Po,Në dispozicion,jo,1018.5185185185185,Fier - Lagjia CeliGradi,110000.0,117411.74376929899
71.0,63.0,1.0,2,Në ndërtim,Apartament,E pa mobiluar,141.0,Në proces certifikimi,Në dispozicion,jo,1351.3239436619717,Durrës - ,95944.0,96855.70369444444
53.0,47.0,1.0,1,Listimet e fundit,Apartament,E pa mobiluar,108.0,Në proces certifikimi,Në dispozicion,jo,1307.3584905660377,Durrës - ,69290.0,65712.79545238093
73.0,63.0,1.0,,Në ndërtim,Apartament,E pa mobiluar,2225.0,Jo,Në dispozicion,jo,1027.3972602739725,Tirana - Rruga Lidhja e Prizrenit,75000.0,75671.53049627464
146.0,146.0,2.0,1,Në ndërtim,Apartament,E pa mobiluar,284.0,Jo,Në dispozicion,jo,2100.0,Tirana - TEG,306600.0,305772.23083333333
87.0,77.0,2.0,6,Në ndërtim,Apartament,E pa mobiluar,357.0,Në proces certifikimi,Në dispozicion,jo,1310.344827586207,Durrës - ,114000.0,113677.77343612269
88.0,71.0,1.0,2,Listimet e fundit,Apartament,E pa mobiluar,147.0,Në proces certifikimi,Në dispozicion,jo,995.4545454545455,Durrës - ,87600.0,87264.90680500354
76.0,71.0,2.0,5,I Perdorur,Apartament,Gjysme i mobiluar,1180.0,Po,Në dispozicion,jo,1447.3684210526317,Tirana - ,110000.0,111601.89283827282
441.0,441.0,5.0,,Në ndërtim,Vile,E pa mobiluar,409.0,Në proces certifikimi,Në dispozicion,jo,2132.5963718820863,Tirana - ,940475.0,931855.675
114.0,107.0,3.0,1,Listimet e fundit,Apartament,E pa mobiluar,203.0,Në proces certifikimi,Në dispozicion,jo,730.640350877193,Kavajë - ,83293.0,83500.83685300812
150.0,145.0,2.0,5,I Perdorur,Apartament,Gjysme i mobiluar,191.0,Në proces certifikimi,Në dispozicion,jo,1000.0,Durrës - ,150000.0,143906.11495859214
29.0,29.0,1.0,,I Perdorur,Komercial,E pa mobiluar,311.0,Po,Në dispozicion,jo,1510.344827586207,Durrës - Plazh Iliria,43800.0,51729.36
230.0,230.0,3.0,2,I Perdorur,Vile,Gjysme i mobiluar,409.0,Po,Në dispozicion,po,6.521739130434782,Tirana - ,1500.0,1509.0422031048656
101.0,89.0,1.0,5,I Perdorur,Apartament,,1077.0,Po,Në dispozicion,jo,1237.6237623762377,Shëngjin - ,125000.0,123915.61645399049
952.0,873.0,15.0,1,I Perdorur,Tjeter,E pa mobiluar,355.0,Po,Në dispozicion,jo,996.8487394957983,Tirana - ,949000.0,828970.0
74.0,62.0,1.0,1,Në ndërtim,Apartament,E pa mobiluar,159.0,Në proces certifikimi,Në dispozicion,jo,1307.3783783783783,Durrës - ,96746.0,96460.99109039706
245.0,140.0,2.0,10,Listimet e fundit,Tjeter,E pa mobiluar,383.0,Po,Në dispozicion,jo,571.4285714285714,Durrës - ,140000.0,145512.89105257488
132.0,132.0,2.0,8,Listimet e fundit,Apartament,E pa mobiluar,182.0,Po,Në dispozicion,jo,1416.6666666666667,Vlorë - ,187000.0,186844.17888888888
62.0,54.0,1.0,2,Listimet e fundit,Apartament,E pa mobiluar,233.0,Në proces certifikimi,Në dispozicion,jo,1209.6774193548388,Durrës - ,75000.0,74771.20052826923
66.0,65.0,1.0,6,Në ndërtim,Apartament,E pa mobiluar,808.0,Jo,Në dispozicion,jo,1606.060606060606,Tirana - Pas Vizion Plus,106000.0,107720.52029184705
82.0,75.0,2.0,2,Listimet e fundit,Apartament,Plotesisht i mobiluar,337.0,Po,Në dispozicion,jo,2804.878048780488,Durrës - ,230000.0,225524.7858369408
64.0,64.0,1.0,1,Listimet e fundit,Apartament,E pa mobiluar,31.0,Në proces certifikimi,Në dispozicion,jo,1875.0,Sarandë - ,120000.0,120449.59
80.0,71.0,2.0,8,I Perdorur,Apartament,Gjysme i mobiluar,256.0,Po,Në dispozicion,jo,1500.0,Tirana - ,120000.0,120008.49216422465
150.0,126.0,1.0,5,Listimet e fundit,Komercial,E pa mobiluar,409.0,Po,Në dispozicion,po,18.666666666666668,Tirana - ,2800.0,2810.365315809921
100.0,90.0,2.0,2,Listimet e fundit,Apartament,Plotesisht i mobiluar,304.0,Po,Në dispozicion,po,15.0,Tirana - ,1500.0,1514.3649366947125
64.0,56.0,1.0,1,Në ndërtim,Apartament,E pa mobiluar,109.0,Në proces certifikimi,Në dispozicion,jo,1158.984375,Durrës - ,74175.0,74383.74576304186
62.0,54.0,1.0,1,I Perdorur,Apartament,E pa mobiluar,243.0,Në proces certifikimi,Në dispozicion,jo,1111.2903225806451,Durrës - ,68900.0,68341.27293924676
119.0,103.0,2.0,10,Në ndërtim,Apartament,E pa mobiluar,905.0,Jo,Në dispozicion,jo,1500.0,Tirana - ,178500.0,178487.8038571845
82.0,70.0,1.0,3,Në ndërtim,Apartament,E pa mobiluar,33.0,Po,Në dispozicion,jo,1300.9512195121952,Durrës - ,106678.0,106859.82038951546
73.0,61.0,1.0,3,Në ndërtim,Apartament,E pa mobiluar,128.0,Jo,Në dispozicion,jo,1255.4794520547946,Durrës - Golem,91650.0,91797.14474908916
160.0,140.0,2.0,1,Listimet e fundit,Apartament,Plotesisht i mobiluar,583.0,Po,Në dispozicion,po,9.375,Tirana - ,1500.0,1501.8118538377653
117.0,102.0,3.0,2,Listimet e fundit,Apartament,E pa mobiluar,412.0,Në proces certifikimi,Në dispozicion,jo,2564.102564102564,Tirana - pranë Rotondos KIKA 2,300000.0,297888.68424242426
74.0,62.0,1.0,3,Në ndërtim,Apartament,E pa mobiluar,74.0,Në proces certifikimi,Në dispozicion,jo,1094.5945945945946,Tirana - Kompleksi Aluna,81000.0,79829.34211914317
80.0,70.0,1.0,4,Në ndërtim,Apartament,E pa mobiluar,377.0,Jo,Në dispozicion,jo,1150.0,Tirana - Shkoze,92000.0,91227.93807142855
85.0,77.0,2.0,1,Në ndërtim,Apartament,E pa mobiluar,74.0,Jo,Në dispozicion,jo,1990.5882352941176,Tirana - ,169200.0,169258.24583077885
500.0,429.0,4.0,3,Në ndërtim,Vile,Plotesisht i mobiluar,853.0,Në proces certifikimi,Në dispozicion,jo,1700.0,Durrës - Golem,850000.0,814064.925
490.0,151.0,1.0,1,I Perdorur,Tjeter,Plotesisht i mobiluar,654.0,Po,Në dispozicion,jo,171.42857142857142,Shkodër - ,84000.0,114266.12462839093
85.0,85.0,1.0,,Listimet e fundit,Komercial,E pa mobiluar,839.0,Po,Në dispozicion,jo,1000.0,Tirana - ,85000.0,87062.1047384204
47.0,42.0,1.0,5,Në ndërtim,Tjeter,E pa mobiluar,137.0,Jo,Në dispozicion,jo,1109.3617021276596,Durrës - ,52140.0,52256.87496069207
92.0,80.0,2.0,1,Në ndërtim,Apartament,E pa mobiluar,124.0,Në proces certifikimi,Në dispozicion,jo,1602.1739130434783,Tirana - ,147400.0,147567.09341736697
39.0,39.0,1.0,1,I Perdorur,Tjeter,Gjysme i mobiluar,367.0,Në proces certifikimi,Në dispozicion,jo,1410.2564102564102,Vlorë - ,55000.0,60424.72
82.0,71.0,1.0,3,Në ndërtim,Apartament,E pa mobiluar,507.0,Në proces certifikimi,Në dispozicion,jo,1197.8048780487804,Tirana - Bulevardit i Ri. Tiranë.,98220.0,99514.25268977588
48.0,44.0,1.0,4,I Perdorur,Apartament,Plotesisht i mobiluar,324.0,Po,Në dispozicion,jo,1562.5,Durrës - Golem,75000.0,78133.51226785714
100.0,87.0,2.0,2,Listimet e fundit,Apartament,E pa mobiluar,426.0,Në proces certifikimi,Në dispozicion,jo,950.0,Tirana - ,95000.0,94726.78659660663
61.0,61.0,1.0,6,I Perdorur,Apartament,Plotesisht i mobiluar,243.0,Po,Në dispozicion,jo,2622.9508196721313,Tirana - Bulevardi Zogu I,160000.0,158550.2373737374
107.0,88.0,2.0,3,Listimet e fundit,Apartament,,1065.0,Jo,Në dispozicion,jo,1850.0,Vlorë - ,197950.0,197241.37437319625
57.0,50.0,1.0,7,Listimet e fundit,Apartament,,1723.0,Jo,Në dispozicion,jo,1301.7543859649122,Durrës - Prane hotel Flower,74200.0,73132.62095102122
103.0,87.0,2.0,1,Listimet e fundit,Apartament,E pa mobiluar,679.0,Jo,Në dispozicion,jo,1495.1456310679612,Tirana - ,154000.0,153733.55513583636
280.0,280.0,8.0,2,I Perdorur,Vile,Plotesisht i mobiluar,143.0,Po,Në dispozicion,jo,214.28571428571428,Burrel - ,60000.0,115178.16666666666
72.0,63.0,1.0,1,Në ndërtim,Apartament,E pa mobiluar,172.0,Jo,Në dispozicion,jo,1203.3333333333333,Durrës - Qerret,86640.0,86631.73498196248
70.0,60.0,1.0,3,Në ndërtim,Apartament,E pa mobiluar,56.0,Jo,Në dispozicion,jo,1388.142857142857,Durrës - ,97170.0,97703.05389249638
56.0,47.0,1.0,2,Listimet e fundit,Apartament,E pa mobiluar,164.0,Jo,Në dispozicion,jo,1195.7142857142858,Durrës - bulevardi i pishave ne Golem. Mali i Robit,66960.0,66859.93491434443
183.0,138.0,3.0,2,Në ndërtim,Vile,E pa mobiluar,268.0,Jo,Në dispozicion,jo,1800.0,Durrës - ,329400.0,327035.85868347343
125.0,125.0,2.0,,I Perdorur,Tjeter,E pa mobiluar,137.0,Po,Në dispozicion,jo,2000.0,Tirana - ,250000.0,254958.8543939394
66.0,57.0,1.0,2,Në ndërtim,Apartament,E pa mobiluar,298.0,Jo,Në dispozicion,jo,1300.0,Durrës - ,85800.0,85839.86433730157
120.0,104.0,2.0,2,I Perdorur,Apartament,Plotesisht i mobiluar,255.0,Po,Rezervuar,jo,1250.0,Durrës - ,150000.0,151646.47143635422
76.0,65.0,1.0,6,Listimet e fundit,Apartament,E pa mobiluar,218.0,Jo,Në dispozicion,jo,2486.842105263158,Vlorë - ,189000.0,189505.29359126982
165.0,165.0,4.0,3,I Perdorur,Vile,E pa mobiluar,1727.0,Po,Në dispozicion,jo,2787.878787878788,Tirana - ,460000.0,464993.9
153.0,137.0,3.0,4,I Perdorur,Apartament,Plotesisht i mobiluar,298.0,Po,Në dispozicion,jo,1346.4052287581699,Tirana - ,206000.0,207388.64339896213
92.0,79.0,2.0,3,Listimet e fundit,Apartament,E pa mobiluar,44.0,Jo,Në dispozicion,jo,1096.4130434782608,Durrës - ,100870.0,100867.19133139361
79.0,70.0,1.0,5,Në ndërtim,Apartament,E pa mobiluar,174.0,Në proces certifikimi,Në dispozicion,jo,1139.240506329114,Tirana - ,90000.0,90550.91488095238
76.0,65.0,2.0,5,Në ndërtim,Apartament,E pa mobiluar,357.0,Jo,Në dispozicion,jo,1050.0,Durrës - ,79800.0,81735.04247224706
105.0,90.0,2.0,5,Në ndërtim,Apartament,E pa mobiluar,493.0,Jo,Në dispozicion,jo,800.0,Kamëz - Qender. Kamez,84000.0,86286.57623706004
108.0,93.0,2.0,5,Në ndërtim,Apartament,E pa mobiluar,29.0,Në proces certifikimi,Në dispozicion,jo,1102.7777777777778,Tirana - ,119100.0,118394.55035063629
128.0,112.0,3.0,1,I Perdorur,Apartament,Plotesisht i mobiluar,944.0,Po,Në dispozicion,jo,1096.5625,Tirana - ,140360.0,139953.07075269503
98.0,90.0,1.0,3,I Perdorur,Apartament,E pa mobiluar,490.0,Në proces certifikimi,Në dispozicion,jo,1530.6122448979593,Durrës - ,150000.0,150769.82016214996
148.0,123.0,2.0,2,Listimet e fundit,Vile,E pa mobiluar,1458.0,Po,Në dispozicion,jo,945.9459459459459,Korçë - ,140000.0,134372.54856970324
88.0,78.0,2.0,7,Listimet e fundit,Apartament,Plotesisht i mobiluar,1062.0,Po,Në dispozicion,jo,1625.0,Tirana - ,143000.0,141752.35833333334
177.0,160.0,3.0,,I Perdorur,Vile,Plotesisht i mobiluar,485.0,Po,Në dispozicion,po,14.124293785310735,Durrës - Gjiri i lalzit,2500.0,2457.352416056166
80.0,66.0,1.0,5,Në ndërtim,Apartament,E pa mobiluar,227.0,Jo,Në dispozicion,jo,1095.875,Durrës - ,87670.0,87091.61009794373
85.0,77.0,2.0,1,Në ndërtim,Apartament,E pa mobiluar,94.0,Jo,Në dispozicion,jo,1990.5882352941176,Tirana - ,169200.0,169231.00833077886
50.0,50.0,1.0,,I Perdorur,Tjeter,E pa mobiluar,434.0,Po,Në dispozicion,jo,2800.0,Durrës - ,140000.0,140804.45833333334
89.0,80.0,2.0,1,Listimet e fundit,Apartament,E pa mobiluar,102.0,Në proces certifikimi,Në dispozicion,jo,1816.5168539325844,Durrës - prane hotel flower,161670.0,161731.67072727275
235.0,203.0,3.0,3,I Perdorur,Vile,Plotesisht i mobiluar,427.0,Po,Në dispozicion,jo,2548.936170212766,Vlorë - Kanine,599000.0,575662.12
750.0,251.0,3.0,2,I Perdorur,Vile,Plotesisht i mobiluar,394.0,Po,Në dispozicion,jo,393.3333333333333,Tirana - ,295000.0,303377.14285714284
223.0,223.0,1.0,2,I Perdorur,Tjeter,,711.0,Po,Në dispozicion,jo,1076.2331838565021,Durrës - ,240000.0,244527.41666666663
65.0,65.0,1.0,,I Perdorur,Apartament,Plotesisht i mobiluar,433.0,Po,Në dispozicion,jo,2000.0,Durrës - ,130000.0,131285.1262820513
3500.0,1500.0,1.0,2,Në ndërtim,Tjeter,E pa mobiluar,146.0,Në proces certifikimi,Në dispozicion,po,1.7142857142857142,Tirana - ,6000.0,5502.449647087805
106.0,92.0,2.0,8,Listimet e fundit,Apartament,E pa mobiluar,1692.0,Jo,Në dispozicion,jo,1347.1698113207547,Shëngjin - Kune. Shengjin,142800.0,143844.83241819293
48.0,48.0,1.0,,I Perdorur,Komercial,Plotesisht i mobiluar,503.0,Po,Në dispozicion,jo,1354.1666666666667,Tirana - ,65000.0,72859.96395753756
91.0,81.0,1.0,6,I Perdorur,Apartament,E pa mobiluar,416.0,Po,Në dispozicion,jo,1593.4065934065934,Vlorë - ,145000.0,145789.1487745098
52.0,48.0,1.0,3,Në ndërtim,Apartament,E pa mobiluar,140.0,Në proces certifikimi,Në dispozicion,jo,1202.3076923076924,Durrës - ,62520.0,61187.316963305886
51.0,51.0,1.0,,I Perdorur,Komercial,E pa mobiluar,257.0,Po,Rezervuar,po,88.23529411764706,"Tirana - Perball ""Plazza"" &amp; ""Toptani""",4500.0,6156.75
79.0,71.0,2.0,4,Listimet e fundit,Apartament,Gjysme i mobiluar,464.0,Po,Në dispozicion,jo,2468.3544303797466,Tirana - ,195000.0,195588.0103333333
130.0,110.0,2.0,5,I Perdorur,Tjeter,E pa mobiluar,173.0,Po,Në dispozicion,po,10.0,Tirana - ish Bllok,1300.0,1270.4830621464396
762.0,559.0,4.0,,I Perdorur,Vile,Plotesisht i mobiluar,429.0,Po,Në dispozicion,po,9.186351706036746,Tirana - ,7000.0,6128.148809523809
65.0,58.0,1.0,4,I Perdorur,Apartament,Plotesisht i mobiluar,130.0,Po,Në dispozicion,jo,1000.0,Durrës - ,65000.0,64960.83632212296
83.0,83.0,2.0,3,I Perdorur,Apartament,Plotesisht i mobiluar,801.0,Në proces certifikimi,Në dispozicion,jo,1325.301204819277,Durrës - ,110000.0,108573.6394371345
125.0,119.0,2.0,4,Listimet e fundit,Apartament,Plotesisht i mobiluar,486.0,Po,Në dispozicion,jo,1880.0,Durrës - ,235000.0,237723.03333333333
121.0,106.0,2.0,1,Në ndërtim,Apartament,E pa mobiluar,47.0,Në proces certifikimi,Në dispozicion,jo,1047.4793388429753,Tirana - ,126745.0,126809.96162269352
66.0,61.0,1.0,2,Listimet e fundit,Apartament,E pa mobiluar,115.0,Jo,Në dispozicion,jo,1156.060606060606,Durrës - ,76300.0,76651.86648845598
113.0,103.0,2.0,1,I Perdorur,Apartament,Plotesisht i mobiluar,1020.0,Po,Në dispozicion,jo,1858.4070796460178,Tirana - Prane Ring Center,210000.0,210513.0
62.0,55.0,1.0,5,Në ndërtim,Apartament,E pa mobiluar,373.0,Në proces certifikimi,Në dispozicion,jo,993.5483870967741,Durrës - ,61600.0,61572.999214357726
102.0,89.0,2.0,5,Listimet e fundit,Apartament,E pa mobiluar,367.0,Në proces certifikimi,Në dispozicion,jo,1200.235294117647,Durrës - ,122424.0,121705.89740413736
173.0,91.0,2.0,1,I Perdorur,Tjeter,E pa mobiluar,895.0,Po,Në dispozicion,jo,289.01734104046244,Vlorë - ,50000.0,55143.125
109.0,99.0,3.0,,I Perdorur,Tjeter,,521.0,Po,Në dispozicion,jo,1348.6238532110092,Shkodër - ,147000.0,147842.6049761905
70.0,61.0,1.0,3,Në ndërtim,Apartament,E pa mobiluar,414.0,Në proces certifikimi,Në dispozicion,jo,1303.7142857142858,Durrës - Golem,91260.0,91223.08419852359
118.0,105.0,2.0,8,Në ndërtim,Apartament,E pa mobiluar,164.0,Jo,Në dispozicion,jo,1245.7627118644068,Tirana - ,147000.0,149579.75565934065
184.0,158.0,3.0,,Në ndërtim,Apartament,E pa mobiluar,1984.0,Në proces certifikimi,Në dispozicion,jo,1853.2608695652175,Tirana - BLIN RESIDENCE,341000.0,335615.90677871153
107.0,94.0,2.0,1,Listimet e fundit,Apartament,E pa mobiluar,157.0,Në proces certifikimi,Në dispozicion,jo,2373.8317757009345,Tirana - ,254000.0,258918.2511251536
236.0,86.0,2.0,,I Perdorur,Apartament,Plotesisht i mobiluar,273.0,Po,Në dispozicion,jo,1483.050847457627,Durrës - ,350000.0,350799.35
139.0,139.0,2.0,1,Në ndërtim,Apartament,E pa mobiluar,355.0,Jo,Në dispozicion,jo,2100.0,Tirana - TEG,291900.0,294380.4730952381
320.0,93.0,2.0,4,Listimet e fundit,Apartament,Plotesisht i mobiluar,359.0,Po,Në dispozicion,jo,806.25,Durrës - ,258000.0,249440.00541666665
137.0,123.0,3.0,11,Listimet e fundit,Apartament,Plotesisht i mobiluar,760.0,Po,Në dispozicion,jo,2700.7299270072995,Tirana - ,370000.0,374692.2316666667
94.0,80.0,2.0,3,Në ndërtim,Apartament,E pa mobiluar,778.0,Në proces certifikimi,Në dispozicion,jo,1303.1914893617022,Tirana - Rruga 29 Nentori,122500.0,122219.95654589371
148.0,116.0,2.0,,Në ndërtim,Apartament,E pa mobiluar,1148.0,Në proces certifikimi,Në dispozicion,jo,4054.054054054054,Tirana - Downtown One Tirana,600000.0,581397.75
224.0,198.4,3.0,3,Listimet e fundit,Tjeter,E pa mobiluar,356.0,Jo,Në dispozicion,jo,2074.776785714286,Tirana - ,464750.0,474821.685
115.0,115.0,2.0,1,I Perdorur,Tjeter,Plotesisht i mobiluar,158.0,Po,Në dispozicion,jo,1304.3478260869565,Durrës - ,150000.0,152079.33756807083
301.0,278.0,4.0,2,Listimet e fundit,Vile,E pa mobiluar,205.0,Në proces certifikimi,Në dispozicion,jo,2325.5813953488373,Tirana - ,700000.0,698262.4407692307
43.0,38.0,1.0,2,I Perdorur,Tjeter,E pa mobiluar,261.0,Po,Rezervuar,jo,1093.0232558139535,Durrës - ,47000.0,46872.959981240965
